,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID	,Codeshare,Stops,Equipment
21757,DL,2009,SFO,3469,MSP,3858,,0,M90 753 320 757 738
51703,SY,4356,SFO,3469,MSP,3858,,0,73G 738
57670,UA,5209,SFO,3469,MSP,3858,,0,320 739 319
11947,AS,439,SEA,3577,MSP,3858,,0,739 73G 73J
21738,DL,2009,SEA,3577,MSP,3858,,0,763 73H 753 738 757
51702,SY,4356,SEA,3577,MSP,3858,,0,73G 738
21234,DL,2009,MCO,3878,MSP,3858,,0,753 757
25228,FL,1316,MCO,3878,MSP,3858,Y,0,73W 73C
51678,SY,4356,MCO,3878,MSP,3858,,0,738 73G
64063,WN,4547,MCO,3878,MSP,3858,,0,73W 73C
21028,DL,2009,LAS,3877,MSP,3858,,0,757 M90 738 739
43460,NK,4687,LAS,3877,MSP,3858,,0,320
51676,SY,4356,LAS,3877,MSP,3858,,0,738
4971,AA,24,CLT,3876,MSP,3858,,0,319 321 320
20443,DL,2009,CLT,3876,MSP,3858,,0,319 320
58830,US,5265,CLT,3876,MSP,3858,,0,319 321 320
20726,DL,2009,EWR,3494,MSP,3858,,0,319
56356,UA,5209,EWR,3494,MSP,3858,Y,0,E70 ERJ
6558,AA,24,PHX,3462,MSP,3858,,0,320 321 319
21587,DL,2009,PHX,3462,MSP,3858,,0,738 M90 320 757 319
51697,SY,4356,PHX,3462,MSP,3858,,0,73G
60176,US,5265,PHX,3462,MSP,3858,,0,320 321 319
64288,WN,4547,PHX,3462,MSP,3858,,0,73W 73H
20867,DL,2009,IAH,3550,MSP,3858,Y,0,CR7 E70 E75 CR9
43450,NK,4687,IAH,3550,MSP,3858,,0,319
56798,UA,5209,IAH,3550,MSP,3858,Y,0,ERJ E70 CR7
6073,AA,24,MIA,3576,MSP,3858,,0,738
21305,DL,2009,MIA,3576,MSP,3858,,0,320 M90
59744,US,5265,MIA,3576,MSP,3858,,0,738
20351,DL,2009,BOS,3448,MSP,3858,,0,738 319 757 M90 320
51666,SY,4356,BOS,3448,MSP,3858,,0,738 73G
20656,DL,2009,DTW,3645,MSP,3858,,0,M90 M88 320 753 757 73H 777 319 738
20751,DL,2009,FLL,3533,MSP,3858,,0,757
6469,AA,24,PHL,3752,MSP,3858,,0,E90 319
21579,DL,2009,PHL,3752,MSP,3858,,0,M90 320
60087,US,5265,PHL,3752,MSP,3858,,0,E90 319
21139,DL,2009,LGA,3697,MSP,3858,,0,319 320 M88
20380,DL,2009,BWI,3849,MSP,3858,,0,320 M88 M90 319
43350,NK,4687,BWI,3849,MSP,3858,,0,319
21832,DL,2009,SLC,3536,MSP,3858,,0,320 319 757 738
11893,AS,439,SAN,3731,MSP,3858,Y,0,320 738 739
21691,DL,2009,SAN,3731,MSP,3858,,0,320 738 739
51701,SY,4356,SAN,3731,MSP,3858,,0,73G
20857,DL,2009,IAD,3714,MSP,3858,Y,0,CR9 CR7
56660,UA,5209,IAD,3714,MSP,3858,Y,0,CR7
5118,AA,24,DCA,3520,MSP,3858,Y,0,E70 E75
20538,DL,2009,DCA,3520,MSP,3858,,0,M90 M88 319 738 320
51670,SY,4356,DCA,3520,MSP,3858,,0,73G
58974,US,5265,DCA,3520,MSP,3858,Y,0,E70 E75
21916,DL,2009,TPA,3646,MSP,3858,,0,757 M88 320
21250,DL,2009,MDW,3747,MSP,3858,Y,0,E75 E70 CR7 CR9
25273,FL,1316,MDW,3747,MSP,3858,Y,0,73W
51679,SY,4356,MDW,3747,MSP,3858,,0,73G 738
64111,WN,4547,MDW,3747,MSP,3858,,0,73W 73H
21567,DL,2009,PDX,3720,MSP,3858,,0,M90 753 738
20324,DL,2009,BNA,3690,MSP,3858,Y,0,CR9 CRJ
20279,DL,2009,AUS,3673,MSP,3858,,0,319
21887,DL,2009,STL,3678,MSP,3858,,0,M90 319 320 M88
25531,FL,1316,STL,3678,MSP,3858,Y,0,73W
64502,WN,4547,STL,3678,MSP,3858,,0,73W
21769,DL,2009,SJC,3748,MSP,3858,,0,320 738
21650,DL,2009,RDU,3626,MSP,3858,,0,320 M90 M88
3599,9E,3976,MSY,3861,MSP,3858,,0,CR9
9772,AF,137,MSY,3861,MSP,3858,Y,0,CR9
21471,DL,2009,MSY,3861,MSP,3858,Y,0,CR9 E75
21870,DL,2009,SMF,3817,MSP,3858,,0,320
21208,DL,2009,MCI,3458,MSP,3858,,0,320 319 M88 ERJ
25199,FL,1316,MCI,3458,MSP,3858,Y,0,73C
64028,WN,4547,MCI,3458,MSP,3858,,0,73W 73C
21874,DL,2009,SNA,3867,MSP,3858,,0,319
21684,DL,2009,RSW,3793,MSP,3858,,0,757 M90
51700,SY,4356,RSW,3793,MSP,3858,,0,738 73G
21701,DL,2009,SAT,3621,MSP,3858,Y,0,CR9 E75
20437,DL,2009,CLE,3486,MSP,3858,,0,ERJ
55997,UA,5209,CLE,3486,MSP,3858,Y,0,ERJ
20899,DL,2009,IND,3585,MSP,3858,,0,M90 320 319
21601,DL,2009,PIT,3570,MSP,3858,,0,319 320
20504,DL,2009,CVG,3488,MSP,3858,Y,0,CRJ CR9
20452,DL,2009,CMH,3759,MSP,3858,Y,0,E70 CRJ CR9 ERJ
9060,AF,137,ATL,3682,DTW,3645,Y,0,M88 M90 757
10867,AM,321,ATL,3682,DTW,3645,Y,0,M88 M90 757
12987,AZ,596,ATL,3682,DTW,3645,Y,0,M90
20111,DL,2009,ATL,3682,DTW,3645,,0,320 M88 73H M90 757 739
24868,FL,1316,ATL,3682,DTW,3645,,0,717 73G
36358,KL,3090,ATL,3682,DTW,3645,Y,0,320 73H M90 757
61667,VS,5347,ATL,3682,DTW,3645,Y,0,M90 757
63450,WN,4547,ATL,3682,DTW,3645,Y,0,717 73G
21049,DL,2009,LAX,3484,DTW,3645,,0,739 763 753
43467,NK,4687,LAX,3484,DTW,3645,,0,320
6259,AA,24,ORD,3830,DTW,3645,Y,0,ERD E75 ER4 CR7
21536,DL,2009,ORD,3830,DTW,3645,,0,717
57292,UA,5209,ORD,3830,DTW,3645,,0,320
59900,US,5265,ORD,3830,DTW,3645,,0,ERD ER4 E75
5205,AA,24,DFW,3670,DTW,3645,,0,738 M83 M80
20552,DL,2009,DFW,3670,DTW,3645,,0,319 E75 M88 320
43370,NK,4687,DFW,3670,DTW,3645,,0,319 320
59055,US,5265,DFW,3670,DTW,3645,,0,738 M83 M80
20543,DL,2009,DEN,3751,DTW,3645,,0,M90 320
24368,F9,2468,DEN,3751,DTW,3645,,0,319 320
43358,NK,4687,DEN,3751,DTW,3645,,0,320
56111,UA,5209,DEN,3751,DTW,3645,Y,0,CR7 E70
63712,WN,4547,DEN,3751,DTW,3645,,0,73W
20941,DL,2009,JFK,3797,DTW,3645,,0,M88 CR9 73H 319
21750,DL,2009,SFO,3469,DTW,3645,,0,763 739
21729,DL,2009,SEA,3577,DTW,3645,,0,753 738 757
21219,DL,2009,MCO,3878,DTW,3645,,0,757 753
43485,NK,4687,MCO,3878,DTW,3645,,0,321 320 319
21019,DL,2009,LAS,3877,DTW,3645,,0,757 320 739 738
43456,NK,4687,LAS,3877,DTW,3645,,0,320 319
63927,WN,4547,LAS,3877,DTW,3645,,0,73W
4924,AA,24,CLT,3876,DTW,3645,,0,319 321 320
20440,DL,2009,CLT,3876,DTW,3645,,0,M90 320 M88
58782,US,5265,CLT,3876,DTW,3645,,0,319 321 320
20724,DL,2009,EWR,3494,DTW,3645,,0,320 717
56316,UA,5209,EWR,3494,DTW,3645,Y,0,ERJ E70
6533,AA,24,PHX,3462,DTW,3645,,0,321 319
21583,DL,2009,PHX,3462,DTW,3645,,0,757 320 753
60151,US,5265,PHX,3462,DTW,3645,,0,321 319
64274,WN,4547,PHX,3462,DTW,3645,,0,73W
20863,DL,2009,IAH,3550,DTW,3645,,0,717
43446,NK,4687,IAH,3550,DTW,3645,,0,320
56745,UA,5209,IAH,3550,DTW,3645,,0,319 320 73G
6032,AA,24,MIA,3576,DTW,3645,,0,738
21297,DL,2009,MIA,3576,DTW,3645,,0,320 M88
59707,US,5265,MIA,3576,DTW,3645,,0,738
13923,B6,3029,BOS,3448,DTW,3645,,0,E90
20341,DL,2009,BOS,3448,DTW,3645,,0,319 320 73H 738 757 M88
21375,DL,2009,MSP,3858,DTW,3645,,0,757 M90 M88 753 320 738 73H 319
20748,DL,2009,FLL,3533,DTW,3645,,0,M88 757 739 738
43412,NK,4687,FLL,3533,DTW,3645,,0,320 319 321
6434,AA,24,PHL,3752,DTW,3645,,0,E90 320 319
21577,DL,2009,PHL,3752,DTW,3645,,0,M88 M90 319 73H 320
60052,US,5265,PHL,3752,DTW,3645,,0,E90 320 319
5775,AA,24,LGA,3697,DTW,3645,Y,0,CR7
21121,DL,2009,LGA,3697,DTW,3645,,0,319 M88 738
43477,NK,4687,LGA,3697,DTW,3645,,0,320
59556,US,5265,LGA,3697,DTW,3645,,0,CR7
20378,DL,2009,BWI,3849,DTW,3645,,0,320 M88 M90 ERJ
24957,FL,1316,BWI,3849,DTW,3645,Y,0,73W
63599,WN,4547,BWI,3849,DTW,3645,,0,73W 73C
21803,DL,2009,SLC,3536,DTW,3645,,0,320 738 757 73H 319
11885,AS,439,SAN,3731,DTW,3645,Y,0,753 757
21688,DL,2009,SAN,3731,DTW,3645,,0,753 757
20852,DL,2009,IAD,3714,DTW,3645,,0,CR7 ERJ
56624,UA,5209,IAD,3714,DTW,3645,Y,0,CRJ CR7 ERJ ER4 E70
5095,AA,24,DCA,3520,DTW,3645,Y,0,CRJ E70 E75
20531,DL,2009,DCA,3520,DTW,3645,,0,319 738 M88
58951,US,5265,DCA,3520,DTW,3645,Y,0,CRJ E70 E75
21911,DL,2009,TPA,3646,DTW,3645,,0,757 M88 738 M90
43566,NK,4687,TPA,3646,DTW,3645,,0,319
21249,DL,2009,MDW,3747,DTW,3645,Y,0,CR7 CR9 E75
25257,FL,1316,MDW,3747,DTW,3645,Y,0,73W
64094,WN,4547,MDW,3747,DTW,3645,,0,73W 73H
11821,AS,439,PDX,3720,DTW,3645,Y,0,739
21564,DL,2009,PDX,3720,DTW,3645,,0,739
20319,DL,2009,BNA,3690,DTW,3645,,0,738 320
63532,WN,4547,BNA,3690,DTW,3645,,0,73C 73W 73H
20275,DL,2009,AUS,3673,DTW,3645,,0,717
21884,DL,2009,STL,3678,DTW,3645,,0,CR7 320 717
25523,FL,1316,STL,3678,DTW,3645,Y,0,73C
64489,WN,4547,STL,3678,DTW,3645,,0,73C
21641,DL,2009,RDU,3626,DTW,3645,,0,320 319 CR7 738
3595,9E,3976,MSY,3861,DTW,3645,,0,CR9
9770,AF,137,MSY,3861,DTW,3645,Y,0,319 CR7
21466,DL,2009,MSY,3861,DTW,3645,,0,319 M88
36809,KL,3090,MSY,3861,DTW,3645,Y,0,319 CR9 CR7 M88
61808,VS,5347,MSY,3861,DTW,3645,Y,0,319 CR9 CR7 M88
21203,DL,2009,MCI,3458,DTW,3645,,0,320 M88 319
21681,DL,2009,RSW,3793,DTW,3645,,0,757 753
43546,NK,4687,RSW,3793,DTW,3645,,0,319
21696,DL,2009,SAT,3621,DTW,3645,,0,320
20434,DL,2009,CLE,3486,DTW,3645,,0,ERJ
20892,DL,2009,IND,3585,DTW,3645,,0,320 M88 ERJ
21596,DL,2009,PIT,3570,DTW,3645,,0,M88 ERJ 320 CR7
21777,DL,2009,SJU,2890,DTW,3645,,0,320
20489,DL,2009,CVG,3488,DTW,3645,Y,0,ERJ CR9 CRJ
20447,DL,2009,CMH,3759,DTW,3645,Y,0,ERJ E75 CRJ
9071,AF,137,ATL,3682,FLL,3533,Y,0,757 M90
12991,AZ,596,ATL,3682,FLL,3533,Y,0,757
20125,DL,2009,ATL,3682,FLL,3533,,0,757 M90 739
24869,FL,1316,ATL,3682,FLL,3533,,0,717
36369,KL,3090,ATL,3682,FLL,3533,Y,0,757 739
43337,NK,4687,ATL,3682,FLL,3533,,0,320 319
61669,VS,5347,ATL,3682,FLL,3533,Y,0,M90 757
63451,WN,4547,ATL,3682,FLL,3533,,0,73W 733 73C
14119,B6,3029,LAX,3484,FLL,3533,,0,320
43468,NK,4687,LAX,3484,FLL,3533,,0,319
62009,VX,5331,LAX,3484,FLL,3533,,0,320
6267,AA,24,ORD,3830,FLL,3533,,0,738
43521,NK,4687,ORD,3830,FLL,3533,,0,319 320
57299,UA,5209,ORD,3830,FLL,3533,,0,738 752 320 739
59908,US,5265,ORD,3830,FLL,3533,,0,738
5212,AA,24,DFW,3670,FLL,3533,,0,738
43371,NK,4687,DFW,3670,FLL,3533,,0,320 319
59061,US,5265,DFW,3670,FLL,3533,,0,738
24372,F9,2468,DEN,3751,FLL,3533,,0,319 320
43359,NK,4687,DEN,3751,FLL,3533,,0,319
56119,UA,5209,DEN,3751,FLL,3533,,0,752 738 320
63714,WN,4547,DEN,3751,FLL,3533,,0,73W
14064,B6,3029,JFK,3797,FLL,3533,,0,3.2E+92
20944,DL,2009,JFK,3797,FLL,3533,,0,752 M88 73H 738
14241,B6,3029,SFO,3469,FLL,3533,,0,320
57647,UA,5209,SFO,3469,FLL,3533,,0,738 319 739
62036,VX,5331,SFO,3469,FLL,3533,,0,320
11929,AS,439,SEA,3577,FLL,3533,,0,73H
477,3M,20710,MCO,3878,FLL,3533,,0,SF3
43486,NK,4687,MCO,3878,FLL,3533,,0,319 320
57091,UA,5209,MCO,3878,FLL,3533,Y,0,SF3
43457,NK,4687,LAS,3877,FLL,3533,,0,320
63929,WN,4547,LAS,3877,FLL,3533,,0,73W
4930,AA,24,CLT,3876,FLL,3533,,0,320 737 321 319
58788,US,5265,CLT,3876,FLL,3533,,0,320 734 321 319
13996,B6,3029,EWR,3494,FLL,3533,,0,320
56321,UA,5209,EWR,3494,FLL,3533,,0,738 320 73G 319 739
6538,AA,24,PHX,3462,FLL,3533,,0,320 319
25399,FL,1316,PHX,3462,FLL,3533,Y,0,73W
60156,US,5265,PHX,3462,FLL,3533,,0,320 319
64277,WN,4547,PHX,3462,FLL,3533,,0,73W
56749,UA,5209,IAH,3550,FLL,3533,,0,739 320 73G 738 752
13926,B6,3029,BOS,3448,FLL,3533,,0,3.2E+92
43343,NK,4687,BOS,3448,FLL,3533,,0,319
21379,DL,2009,MSP,3858,FLL,3533,,0,757
20617,DL,2009,DTW,3645,FLL,3533,,0,757 M88 739 738
43391,NK,4687,DTW,3645,FLL,3533,,0,319 320 321
6440,AA,24,PHL,3752,FLL,3533,,0,320 319
25391,FL,1316,PHL,3752,FLL,3533,Y,0,73W
60058,US,5265,PHL,3752,FLL,3533,,0,320 319
64256,WN,4547,PHL,3752,FLL,3533,,0,73W
14121,B6,3029,LGA,3697,FLL,3533,,0,320
21123,DL,2009,LGA,3697,FLL,3533,,0,M88 738 319
43478,NK,4687,LGA,3697,FLL,3533,,0,321 320
24958,FL,1316,BWI,3849,FLL,3533,,0,717
43348,NK,4687,BWI,3849,FLL,3533,,0,320
63601,WN,4547,BWI,3849,FLL,3533,,0,73W 73C 733
56630,UA,5209,IAD,3714,FLL,3533,,0,752
5097,AA,24,DCA,3520,FLL,3533,,0,319
13977,B6,3029,DCA,3520,FLL,3533,,0,E90 320
58953,US,5265,DCA,3520,FLL,3533,,0,319
502,3M,20710,TPA,3646,FLL,3533,,0,SF3
25548,FL,1316,TPA,3646,FLL,3533,Y,0,73W
43567,NK,4687,TPA,3646,FLL,3533,,0,319
57803,UA,5209,TPA,3646,FLL,3533,Y,0,SF3
64527,WN,4547,TPA,3646,FLL,3533,,0,73W 73C
64096,WN,4547,MDW,3747,FLL,3533,,0,73W 738
63535,WN,4547,BNA,3690,FLL,3533,,0,73C 73W 73H
13898,B6,3029,AUS,3673,FLL,3533,,0,E90
63492,WN,4547,AUS,3673,FLL,3533,,0,73W
25524,FL,1316,STL,3678,FLL,3533,Y,0,73W
64492,WN,4547,STL,3678,FLL,3533,,0,733 73W
63847,WN,4547,HOU,3566,FLL,3533,,0,73W
14214,B6,3029,RDU,3626,FLL,3533,,0,E90
21642,DL,2009,RDU,3626,FLL,3533,Y,0,CR9
64337,WN,4547,RDU,3626,FLL,3533,,0,73W
25348,FL,1316,MSY,3861,FLL,3533,Y,0,73W 73C
64183,WN,4547,MSY,3861,FLL,3533,,0,73W 73C
64020,WN,4547,MCI,3458,FLL,3533,,0,73W 733
55983,UA,5209,CLE,3486,FLL,3533,,0,320 73G 738
63887,WN,4547,IND,3585,FLL,3533,,0,73W 73C
64316,WN,4547,PIT,3570,FLL,3533,,0,73W
14252,B6,3029,SJU,2890,FLL,3533,,0,3.2E+92
25491,FL,1316,SJU,2890,FLL,3533,Y,0,73W
43558,NK,4687,SJU,2890,FLL,3533,,0,321 320
64450,WN,4547,SJU,2890,FLL,3533,,0,73W
20491,DL,2009,CVG,3488,FLL,3533,,0,73H M88
63659,WN,4547,CMH,3759,FLL,3533,,0,73W
4703,AA,24,ATL,3682,PHL,3752,Y,0,E75 E90 319 CRJ E70
9133,AF,137,ATL,3682,PHL,3752,Y,0,320 M90 757 73H M88
10885,AM,321,ATL,3682,PHL,3752,Y,0,757 M88 M90 73H
13025,AZ,596,ATL,3682,PHL,3752,Y,0,M88 757
20208,DL,2009,ATL,3682,PHL,3752,,0,757 320 M88 M90 73H
24887,FL,1316,ATL,3682,PHL,3752,,0,717
36431,KL,3090,ATL,3682,PHL,3752,Y,0,M90 757 M88
58606,US,5265,ATL,3682,PHL,3752,,0,E90 319
63469,WN,4547,ATL,3682,PHL,3752,,0,733 73W
5734,AA,24,LAX,3484,PHL,3752,,0,321 320
59520,US,5265,LAX,3484,PHL,3752,,0,321 320
62015,VX,5331,LAX,3484,PHL,3752,,0,319 320
6310,AA,24,ORD,3830,PHL,3752,,0,320 321 319 E90
57354,UA,5209,ORD,3830,PHL,3752,,0,320 738 739 752 73G
59950,US,5265,ORD,3830,PHL,3752,,0,320 321 319 E90
5287,AA,24,DFW,3670,PHL,3752,,0,738 320 319 M83 M80 E90 757
43382,NK,4687,DFW,3670,PHL,3752,,0,320
59136,US,5265,DFW,3670,PHL,3752,,0,738 320 319 M83 M80 E90 752
5157,AA,24,DEN,3751,PHL,3752,,0,320 321
56172,UA,5209,DEN,3751,PHL,3752,,0,320 738 739 319
59010,US,5265,DEN,3751,PHL,3752,,0,320 321
63735,WN,4547,DEN,3751,PHL,3752,,0,73W
20972,DL,2009,JFK,3797,PHL,3752,,0,ERJ CRJ 752
6778,AA,24,SFO,3469,PHL,3752,,0,320 321
57681,UA,5209,SFO,3469,PHL,3752,,0,319 738 739 752
60359,US,5265,SFO,3469,PHL,3752,,0,320 321
62044,VX,5331,SFO,3469,PHL,3752,,0,319
6759,AA,24,SEA,3577,PHL,3752,,0,320 321
11954,AS,439,SEA,3577,PHL,3752,,0,73J 73H
60346,US,5265,SEA,3577,PHL,3752,,0,320 321
5962,AA,24,MCO,3878,PHL,3752,,0,321 767 757 320 332
25231,FL,1316,MCO,3878,PHL,3752,Y,0,73W
59646,US,5265,MCO,3878,PHL,3752,,0,321 762 752 320 332
64066,WN,4547,MCO,3878,PHL,3752,,0,73W 733
5683,AA,24,LAS,3877,PHL,3752,,0,320 321
43464,NK,4687,LAS,3877,PHL,3752,,0,320
59482,US,5265,LAS,3877,PHL,3752,,0,320 321
63950,WN,4547,LAS,3877,PHL,3752,,0,73H
4983,AA,24,CLT,3876,PHL,3752,,0,767 E90 319 320 332 757 321 737
58842,US,5265,CLT,3876,PHL,3752,,0,762 E90 319 320 332 752 321 734
5405,AA,24,EWR,3494,PHL,3752,,0,DH3
59239,US,5265,EWR,3494,PHL,3752,Y,0,CRJ DH8
6566,AA,24,PHX,3462,PHL,3752,,0,757 321
25405,FL,1316,PHX,3462,PHL,3752,Y,0,73W
60184,US,5265,PHX,3462,PHL,3752,,0,752 321
64295,WN,4547,PHX,3462,PHL,3752,,0,73W
5556,AA,24,IAH,3550,PHL,3752,,0,E90
56814,UA,5209,IAH,3550,PHL,3752,,0,73G 319 739 738 320
59369,US,5265,IAH,3550,PHL,3752,,0,E90
6081,AA,24,MIA,3576,PHL,3752,,0,320 738 321 757
59752,US,5265,MIA,3576,PHL,3752,,0,320 738 321 752
4805,AA,24,BOS,3448,PHL,3752,,0,E90 319 321 320
13940,B6,3029,BOS,3448,PHL,3752,,0,E90
58678,US,5265,BOS,3448,PHL,3752,,0,E90 319 321 320
6145,AA,24,MSP,3858,PHL,3752,,0,3.19E+92
21425,DL,2009,MSP,3858,PHL,3752,,0,320 M90
59812,US,5265,MSP,3858,PHL,3752,,0,3.19E+92
5367,AA,24,DTW,3645,PHL,3752,,0,320 E90 319
20670,DL,2009,DTW,3645,PHL,3752,,0,M88 319 73H ERJ M90 320
59214,US,5265,DTW,3645,PHL,3752,,0,320 E90 319
5432,AA,24,FLL,3533,PHL,3752,,0,320 319 737
59264,US,5265,FLL,3533,PHL,3752,,0,320 319 734
63804,WN,4547,FLL,3533,PHL,3752,,0,73C 73W
5783,AA,24,LGA,3697,PHL,3752,,0,E90 DH3 319
59564,US,5265,LGA,3697,PHL,3752,,0,E90 319
4838,AA,24,BWI,3849,PHL,3752,,0,319 DH3 E90
58705,US,5265,BWI,3849,PHL,3752,,0,3.19E+92
6828,AA,24,SLC,3536,PHL,3752,,0,320
21840,DL,2009,SLC,3536,PHL,3752,,0,320
60400,US,5265,SLC,3536,PHL,3752,,0,320
6705,AA,24,SAN,3731,PHL,3752,,0,320
60313,US,5265,SAN,3731,PHL,3752,,0,320
56670,UA,5209,IAD,3714,PHL,3752,Y,0,ER4
5128,AA,24,DCA,3520,PHL,3752,,0,319 320 DH3
58983,US,5265,DCA,3520,PHL,3752,,0,319 320 CRJ
6907,AA,24,TPA,3646,PHL,3752,,0,737 321 319 320
60456,US,5265,TPA,3646,PHL,3752,,0,734 321 319 320
64540,WN,4547,TPA,3646,PHL,3752,,0,73W
25281,FL,1316,MDW,3747,PHL,3752,Y,0,73W 73H
64119,WN,4547,MDW,3747,PHL,3752,,0,73W
6382,AA,24,PDX,3720,PHL,3752,,0,320
60007,US,5265,PDX,3720,PHL,3752,,0,320
4775,AA,24,BNA,3690,PHL,3752,,0,CRJ
58659,US,5265,BNA,3690,PHL,3752,,0,CRJ
63546,WN,4547,BNA,3690,PHL,3752,,0,73W 73C 733
4724,AA,24,AUS,3673,PHL,3752,,0,3.19E+92
58616,US,5265,AUS,3673,PHL,3752,,0,3.19E+92
6855,AA,24,STL,3678,PHL,3752,Y,0,E75 CRJ E70
25535,FL,1316,STL,3678,PHL,3752,Y,0,73C
60422,US,5265,STL,3678,PHL,3752,,0,CRJ
64506,WN,4547,STL,3678,PHL,3752,,0,73C 73W
6656,AA,24,RDU,3626,PHL,3752,,0,E90 319
21651,DL,2009,RDU,3626,PHL,3752,Y,0,ERJ CRJ
60265,US,5265,RDU,3626,PHL,3752,,0,E90 319
6153,AA,24,MSY,3861,PHL,3752,Y,0,319 E90 E75
59819,US,5265,MSY,3861,PHL,3752,,0,3.19E+92
5950,AA,24,MCI,3458,PHL,3752,Y,0,E75 E70 CRJ
25202,FL,1316,MCI,3458,PHL,3752,Y,0,73W
59636,US,5265,MCI,3458,PHL,3752,Y,0,E75 E70 CRJ
6685,AA,24,RSW,3793,PHL,3752,,0,319 E90 320
60293,US,5265,RSW,3793,PHL,3752,,0,319 E90 320
64367,WN,4547,RSW,3793,PHL,3752,,0,73W
6715,AA,24,SAT,3621,PHL,3752,,0,E90
60319,US,5265,SAT,3621,PHL,3752,,0,E90
4886,AA,24,CLE,3486,PHL,3752,Y,0,E75 CRJ E70 CR9
58744,US,5265,CLE,3486,PHL,3752,Y,0,E75 CRJ E70 CR9
5573,AA,24,IND,3585,PHL,3752,,0,E90
59388,US,5265,IND,3585,PHL,3752,,0,E90
6602,AA,24,PIT,3570,PHL,3752,,0,320 319 E90
60220,US,5265,PIT,3570,PHL,3752,,0,320 319 E90
6819,AA,24,SJU,2890,PHL,3752,,0,757 767 320
60392,US,5265,SJU,2890,PHL,3752,,0,752 762 320
5061,AA,24,CVG,3488,PHL,3752,Y,0,E70 CRJ E75
20507,DL,2009,CVG,3488,PHL,3752,,0,ERJ
58917,US,5265,CVG,3488,PHL,3752,Y,0,E70 CRJ E75
5032,AA,24,CMH,3759,PHL,3752,Y,0,E70 CRJ E75
58890,US,5265,CMH,3759,PHL,3752,Y,0,E70 CRJ E75
9099,AF,137,ATL,3682,LGA,3697,Y,0,757 739
10875,AM,321,ATL,3682,LGA,3697,Y,0,757 M88 739 73H 320 73W
20166,DL,2009,ATL,3682,LGA,3697,,0,320 757 M88 738 739 73H 73W
24875,FL,1316,ATL,3682,LGA,3697,,0,717
36398,KL,3090,ATL,3682,LGA,3697,Y,0,738 M88 757
55807,UA,5209,ATL,3682,LGA,3697,,0,738
63457,WN,4547,ATL,3682,LGA,3697,,0,73W
64570,WS,5416,ATL,3682,LGA,3697,Y,0,320 757 M88 738 739 73H 73W
6284,AA,24,ORD,3830,LGA,3697,,0,738
21541,DL,2009,ORD,3830,LGA,3697,Y,0,E75 E70
43525,NK,4687,ORD,3830,LGA,3697,,0,320
57323,UA,5209,ORD,3830,LGA,3697,,0,738 320 319 752 73G
59925,US,5265,ORD,3830,LGA,3697,,0,738
5249,AA,24,DFW,3670,LGA,3697,,0,738
20555,DL,2009,DFW,3670,LGA,3697,,0,E75
43374,NK,4687,DFW,3670,LGA,3697,,0,319
59098,US,5265,DFW,3670,LGA,3697,,0,738
20545,DL,2009,DEN,3751,LGA,3697,,0,320
24382,F9,2468,DEN,3751,LGA,3697,,0,320
56145,UA,5209,DEN,3751,LGA,3697,,0,752 738 320
63723,WN,4547,DEN,3751,LGA,3697,,0,73W
14155,B6,3029,MCO,3878,LGA,3697,,0,320
21227,DL,2009,MCO,3878,LGA,3697,,0,M88 738 319 320
4954,AA,24,CLT,3876,LGA,3697,,0,321 320 319
20442,DL,2009,CLT,3876,LGA,3697,,0,CR7
58813,US,5265,CLT,3876,LGA,3697,,0,321 320 319
20864,DL,2009,IAH,3550,LGA,3697,Y,0,E75 E70 CR9
56777,UA,5209,IAH,3550,LGA,3697,,0,320 738 73G 319
6057,AA,24,MIA,3576,LGA,3697,,0,738
21301,DL,2009,MIA,3576,LGA,3697,,0,320 M88 738
59729,US,5265,MIA,3576,LGA,3697,,0,738
4797,AA,24,BOS,3448,LGA,3697,,0,E90 319
20348,DL,2009,BOS,3448,LGA,3697,Y,0,E75
58674,US,5265,BOS,3448,LGA,3697,,0,E90 319
21403,DL,2009,MSP,3858,LGA,3697,,0,M88 319 320 738
5364,AA,24,DTW,3645,LGA,3697,Y,0,CR7
20639,DL,2009,DTW,3645,LGA,3697,,0,320 M88 319
43395,NK,4687,DTW,3645,LGA,3697,,0,320
59211,US,5265,DTW,3645,LGA,3697,,0,CR7
14014,B6,3029,FLL,3533,LGA,3697,,0,320
20750,DL,2009,FLL,3533,LGA,3697,,0,M88 738 319
43419,NK,4687,FLL,3533,LGA,3697,,0,320 321
6457,AA,24,PHL,3752,LGA,3697,,0,DH3 E90 319
60075,US,5265,PHL,3752,LGA,3697,,0,E90 319
56649,UA,5209,IAD,3714,LGA,3697,Y,0,CRJ ERJ E70 CR7
5111,AA,24,DCA,3520,LGA,3697,,0,3.19E+92
20535,DL,2009,DCA,3520,LGA,3697,Y,0,E70 E75
58967,US,5265,DCA,3520,LGA,3697,,0,3.19E+92
14290,B6,3029,TPA,3646,LGA,3697,,0,320
21915,DL,2009,TPA,3646,LGA,3697,,0,319 M88
25266,FL,1316,MDW,3747,LGA,3697,Y,0,73W
64105,WN,4547,MDW,3747,LGA,3697,,0,73W 73H
4772,AA,24,BNA,3690,LGA,3697,Y,0,CR7
20322,DL,2009,BNA,3690,LGA,3697,Y,0,CR9 CR7
